seed,lambda,slot,edge_server_number,edge_avg_wait,edge_avg_delay,edge_L,edge_Lq,edge_service_time_mean,edge_avg_busy_servers,edge_throughput,edge_E_avg_delay,edge_E_avg_response,cloud_avg_wait,cloud_avg_delay,cloud_L,cloud_Lq,cloud_service_time_mean,cloud_avg_busy_servers,cloud_throughput,coord_server_number,coord_avg_wait,coord_avg_delay,coord_L,coord_Lq,coord_service_time_mean,coord_utilization,coord_throughput,pc,p1,p2,p3,p4,edge_scal_trace,coord_scal_trace
159693574,0.644675,3,1,0.6428833933173291,0.9023430587817222,0.5869184129577346,,0.009546396386001074,,0.9129469186148816,0.25817711348989736,0.7581771134898974,0.8,0.0,0.2558198234499872,,0.782479211388881,0.2054075994970969,0.2625086986432567,1,0.5893664620325042,0.35150555807319755,0.22863264950326323,,0.012742034705760505,0.0049430114241551274,0.3879295213283682,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.2018451226231,1,0.3473364766496464],[2000.9423670532542,1,0.33049703940363445],[3002.164312658351,1,0.3311069286039327],[4004.3590015846594,1,0.3565757205940112],[5005.005123687608,1,0.3699345758963556],[6005.157508702608,1,0.35994033748560217],[7005.692206605331,1,0.3557640271302306],[8006.219229596845,1,0.340455467825913],[9006.39122601968,1,0.34868116752358735],[10006.420221138633,1,0.34833351229346055],[11007.931659560792,1,0.3632797356546804],[12008.1942251842,1,0.36344659868750967],[13009.289074746373,1,0.3458573038337779],[14009.661751830263,1,0.35655166730013826]]","[[1000.2018451226231,1,0.18942986262875183],[2000.9423670532542,1,0.20129049130603727],[3002.164312658351,1,0.1996490597177112],[4004.3590015846594,1,0.21771853756729953],[5005.005123687608,1,0.1783554366686343],[6005.157508702608,1,0.19718152218537646],[7005.692206605331,1,0.20449857059458493],[8006.219229596845,1,0.18393397072779116],[9006.39122601968,1,0.18368873116316783],[10006.420221138633,1,0.19440439553822522],[11007.931659560792,1,0.20734630089879688],[12008.1942251842,1,0.2033145278788777],[13009.289074746373,1,0.1986250825779731],[14009.661751830263,1,0.1895265044462912]]"
159693574,0.429783,4,1,0.5308889001647993,0.7462321845002,0.31490424307830134,,0.008707723507354718,,0.5931641120779665,0.1421114552162108,0.6421114552162108,0.8,0.0,0.14929908710571108,,0.7667278462653386,0.1312421874108918,0.17117180242006408,1,0.5541048521915054,0.3293445328477403,0.13898086008962082,,0.012004311927814924,0.0030109276067757716,0.25082050723783833,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.0360084587536,1,0.22704436788769625],[2000.3208301726022,1,0.2371005514271643],[3001.3701843962126,1,0.2258399988120774],[4001.388052698542,1,0.2522696801854743],[5001.532522318016,1,0.2243474392499824],[6001.804565128935,1,0.23300986240281313],[7002.310705503639,1,0.20806648153782575],[8006.003712960592,1,0.23096374128748617],[9007.97728287558,1,0.21238596366204232],[10019.916641775453,1,0.24453826630378916],[11022.718457800158,1,0.2240751693789051],[12023.83407815187,1,0.22778916237936747],[13024.147214383614,1,0.2321011926602401],[14027.13136188596,1,0.23813148489043223]]","[[1000.0360084587536,1,0.108776657036081],[2000.3208301726022,1,0.13650510505076474],[3001.3701843962126,1,0.12563356110871457],[4001.388052698542,1,0.12997705363081752],[5001.532522318016,1,0.10966715634460851],[6001.804565128935,1,0.12800776824576102],[7002.310705503639,1,0.1169863188630836],[8006.003712960592,1,0.13521295367519678],[9007.97728287558,1,0.13294622817504964],[10019.916641775453,1,0.13997621684896627],[11022.718457800158,1,0.1173532070368029],[12023.83407815187,1,0.12937251082707224],[13024.147214383614,1,0.12928771799578634],[14027.13136188596,1,0.12921577552234906]]"
1139137029,1.880303,0,2,1.333781469924242,1.8601957791369919,3.47034419426307,,0.009794128441251519,,2.601883646246925,0.9350142354552399,1.43501423545524,0.8,0.0,1.3961701985386097,,0.790139879195027,0.5817828092689867,0.7363035642014313,1,0.9956703998092215,0.6027011184554144,1.1243872020169627,,0.012201362407002862,0.013778712051933638,1.1292765178440622,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.4186133161203,1,0.9963182976077475],[2001.1733256163589,2,0.505317881988615],[3001.641995676293,2,0.5175723767645908],[4001.691462994663,2,0.49668806169432556],[5001.756959629002,2,0.5117364710956066],[6001.814817505422,2,0.4872032310679608],[7002.048346387341,2,0.5149599062534412],[8003.166335919541,2,0.4956960813620146],[9003.306740945161,2,0.5179218885941185],[10003.66484587067,2,0.5090559865671622],[11003.763877630117,2,0.4751300521233836],[12003.793393758111,2,0.5146590398041403],[13003.824318351937,2,0.5505766306090629],[14003.97316217237,2,0.5248776112326201]]","[[1000.4186133161203,1,0.5492647547215959],[2001.1733256163589,1,0.5654408734737353],[3001.641995676293,1,0.5522648731642382],[4001.691462994663,1,0.5612103504902646],[5001.756959629002,1,0.5671305559834088],[6001.814817505422,1,0.5607431194026614],[7002.048346387341,1,0.5673809054565316],[8003.166335919541,1,0.5449908751598996],[9003.306740945161,1,0.5844230289277974],[10003.66484587067,1,0.5610336710155346],[11003.763877630117,1,0.5655833553137545],[12003.793393758111,1,0.5738228369262645],[13003.824318351937,1,0.5910931883684841],[14003.97316217237,1,0.5575268656178725]]"
1139137029,1.343074,1,2,0.45968532476829976,0.6439190273874599,0.8687680169807264,,0.011405340986760019,,1.88991897319894,0.07448586121419384,0.5744858612141939,0.8,0.0,0.7891659128593754,,0.8042906077820563,0.4349046029399766,0.5407306746242964,1,0.7704800006955521,0.4616853194781293,0.6229004306635881,,0.014290177733204925,0.011553003136015016,0.8084576239503475,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.152490273512,2,0.3809010962859768],[2000.4786272000188,2,0.34619386864751694],[3000.5400975039643,2,0.35974152611344656],[4000.5517301353552,2,0.349487571179537],[5000.642363001137,2,0.36340435697140916],[6000.733132451208,2,0.3560334729315149],[7001.026381981385,2,0.35621369079273707],[8001.074915128005,2,0.3636791246757577],[9001.126545518846,2,0.387405576689127],[10001.594405650507,2,0.36111209897993196],[11001.644894585592,2,0.3638536089837094],[12001.676666923719,2,0.3763586579444514],[13001.82670105333,2,0.3738073575249054],[14001.90416462963,2,0.35693114149869104]]","[[1000.152490273512,1,0.4053961696305972],[2000.4786272000188,1,0.4159042286661249],[3000.5400975039643,1,0.39484195022534735],[4000.5517301353552,1,0.3912629779653566],[5000.642363001137,1,0.4274755513723982],[6000.733132451208,1,0.4156441469295684],[7001.026381981385,1,0.4121850088595448],[8001.074915128005,1,0.43074799190225005],[9001.126545518846,1,0.4175912791436195],[10001.594405650507,1,0.40951369565396323],[11001.644894585592,1,0.4165496745810428],[12001.676666923719,1,0.4197924522119902],[13001.82670105333,1,0.4010132056963012],[14001.90416462963,1,0.3993453817989457]]"
1139137029,1.074459,2,1,0.9944633915442104,1.3940918985084803,1.4938175215512866,,0.010028746493280075,,1.5021342507456963,0.6109379749491206,1.1109379749491206,0.8,0.0,0.5060506247205327,,0.7861048910294663,0.3384965948754048,0.4305997822149622,1,0.6900882604376847,0.41277393842523685,0.44230150273382407,,0.013680957044025244,0.008768599911511868,0.6409346863157719,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.019979406703,2,0.2807326685385034],[2000.1161790378815,1,0.5892149403548115],[3000.1526881561363,1,0.5770763960295376],[4000.16940300508,1,0.547225406405009],[5000.173964869491,1,0.5723084921153264],[6000.425644082907,1,0.5657878036179089],[7001.203924530178,1,0.5875065699772676],[8001.563722520411,1,0.603714777912597],[9002.488345376172,1,0.5885832972122903],[10004.01859774089,1,0.5792411940816864],[11004.708956761304,1,0.5829555935393271],[12004.86713461647,1,0.5981406770024604],[13005.033723443321,1,0.6247511866625866],[14005.10408432918,1,0.5700564805741481]]","[[1000.019979406703,1,0.3317506629582183],[2000.1161790378815,1,0.3246992230995157],[3000.1526881561363,1,0.2986993127984711],[4000.16940300508,1,0.31744569414167556],[5000.173964869491,1,0.33507206185042177],[6000.425644082907,1,0.32265440289900166],[7001.203924530178,1,0.3424489690546946],[8001.563722520411,1,0.3739444484013648],[9002.488345376172,1,0.34490639014897184],[10004.01859774089,1,0.3091727256383796],[11004.708956761304,1,0.3365367822729738],[12004.86713461647,1,0.33507976957206487],[13005.033723443321,1,0.33478451700911677],[14005.10408432918,1,0.3242144472308324]]"
1139137029,0.644675,3,1,0.616198476465619,0.8656089442473608,0.5509390179770702,,0.009224221361274976,,0.8940934439454268,0.23167459547617544,0.7316745954761754,0.8,0.0,0.25183738072503287,,0.7851089563419565,0.20225803503454073,0.25761779100943877,1,0.5954384522986249,0.3544307435894935,0.22558653894671063,,0.014164285717935262,0.005366251002813712,0.3788578619265493,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.1102434375896,1,0.3580282540801501],[2000.348966080131,1,0.3179717634705928],[3000.35186245882,1,0.35615207129528587],[4000.3875247062665,1,0.32613489510831684],[5000.459045582729,1,0.3610760011790048],[6002.134302620203,1,0.33111212505431936],[7002.476151661268,1,0.3178748276151953],[8008.392704628281,1,0.2954787068670847],[9008.78944910776,1,0.3542449793285603],[10008.967503356123,1,0.34197352653522856],[11010.077979246513,1,0.3757488425429695],[12010.322111830787,1,0.35271567177971336],[13010.35149370265,1,0.3602142142491344],[14011.945955369418,1,0.32745028871617904]]","[[1000.1102434375896,1,0.22032194059975244],[2000.348966080131,1,0.1725021446463295],[3000.35186245882,1,0.20144855387094301],[4000.3875247062665,1,0.19044232531147468],[5000.459045582729,1,0.21281996783390417],[6002.134302620203,1,0.1852664104687751],[7002.476151661268,1,0.193154911823756],[8008.392704628281,1,0.19479257113675327],[9008.78944910776,1,0.1872815426685802],[10008.967503356123,1,0.19375013232857724],[11010.077979246513,1,0.20863412457276256],[12010.322111830787,1,0.1700282765683985],[13010.35149370265,1,0.1823354220580258],[14011.945955369418,1,0.1949045326716266]]"
1139137029,0.429783,4,1,0.5391835534743766,0.7445743843477234,0.3204434485148692,,0.010452914404864354,,0.5943123569886438,0.14998005638450884,0.6499800563845088,0.8,0.0,0.15153141217650704,,0.7941291540398212,0.13019036993756142,0.16394105325974856,1,0.5716254190450748,0.35387652998966634,0.1522983035707102,,0.0124305483375732,0.0033118741070484623,0.26643025046914665,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1001.1942583032549,1,0.21664544544835998],[2001.3455153067016,1,0.2291192428635082],[3002.453956088003,1,0.24442076476269373],[4002.7788736082944,1,0.23739155557683866],[5003.12019002835,1,0.2520551522954478],[6003.235544457976,1,0.20635119344835431],[7006.274282768317,1,0.24801728238771503],[8006.345616763352,1,0.2318243768312076],[9007.857271557154,1,0.22388222626854526],[10008.509270381906,1,0.2673895752484293],[11011.47124370151,1,0.2553693053971032],[12014.527351984407,1,0.2224806415443558],[13017.661933176583,1,0.2057674366173221],[14018.038903905323,1,0.21522808233991872]]","[[1001.1942583032549,1,0.14502311714037883],[2001.3455153067016,1,0.13842791234169352],[3002.453956088003,1,0.1505814440130713],[4002.7788736082944,1,0.14696372619895076],[5003.12019002835,1,0.12804429018352897],[6003.235544457976,1,0.12253258318798227],[7006.274282768317,1,0.13994280490575833],[8006.345616763352,1,0.1424895491932644],[9007.857271557154,1,0.1279439196183226],[10008.509270381906,1,0.13430695408027724],[11011.47124370151,1,0.15920159700346947],[12014.527351984407,1,0.1337606221005928],[13017.661933176583,1,0.13394002866676558],[14018.038903905323,1,0.12356288398365678]]"
2118580484,1.880303,0,2,1.3745702109402673,1.9211031795608473,3.6172823744279796,,0.010998736111471478,,2.631573378818967,1.0054491924521054,1.5054491924521054,0.8,0.0,1.5160243583865018,,0.8014478264693441,0.6000071340426799,0.7486540161770974,1,1.0456933153845045,0.6299227222382628,1.1860936906705013,,0.014109917330028202,0.01600439026893373,1.134265346464772,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.1311544239906,1,0.9687239115744465],[2000.2717559905848,2,0.49794456084400945],[3000.4047537835527,2,0.5214394408887926],[4001.21359656724,2,0.5116935929062473],[5001.2583734313785,2,0.5418885350811513],[6001.302618669362,2,0.4796957491825782],[7001.3608430907425,2,0.507417270421705],[8001.368633285629,2,0.5263885104830265],[9001.622644690135,2,0.5026960205784097],[10001.782651917092,2,0.5510641047529835],[11002.1423975788,2,0.5155594157455885],[12002.155049992518,2,0.498050697185746],[13002.20121298644,2,0.5122642560275085],[14002.24707980098,2,0.5229691571516676]]","[[1000.1311544239906,1,0.5550646248505894],[2000.2717559905848,1,0.5648515705003196],[3000.4047537835527,1,0.6052834259869875],[4001.21359656724,1,0.5924802571521353],[5001.2583734313785,1,0.5731734182179855],[6001.302618669362,1,0.5698243569507506],[7001.3608430907425,1,0.5625873659577408],[8001.368633285629,1,0.5659955792888336],[9001.622644690135,1,0.5735758420392647],[10001.782651917092,1,0.5768022863811205],[11002.1423975788,1,0.6035523496039853],[12002.155049992518,1,0.5403813113654532],[13002.20121298644,1,0.5963453486331198],[14002.24707980098,1,0.6081769643103832]]"
2118580484,1.343074,1,2,0.4512326386780082,0.6338272681673225,0.8523208231648285,,0.010050969362649723,,1.8888722802984779,0.06595010708534567,0.5659501070853457,0.8,0.0,0.7655073921515522,,0.7937329116170758,0.43191079849560254,0.5441513035104827,1,0.7842036468274957,0.4668698325977707,0.6278096573237221,,0.014795808501182353,0.0118450755776682,0.8005696732775125,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.0132276401226,2,0.3721256997217008],[2000.6075578763125,2,0.35899219193728804],[3001.7870986167586,2,0.3650161792619401],[4001.998975275496,2,0.3489788115995318],[5002.003512083833,2,0.35512447730178776],[6002.09385354333,2,0.35936850280051935],[7002.112366084153,2,0.3924012478975565],[8002.868395772992,2,0.3608449846864263],[9002.981176359175,2,0.36399022817725907],[10003.047364113962,2,0.36285362969013624],[11003.182069379884,2,0.36589923465979574],[12003.283289208155,2,0.3813677412448251],[13003.990558023015,2,0.34330264353163814],[14004.015968781086,2,0.3581462245846033]]","[[1000.0132276401226,1,0.4336314469348927],[2000.6075578763125,1,0.39372101575859286],[3001.7870986167586,1,0.44450373273479676],[4001.998975275496,1,0.39110443950520785],[5002.003512083833,1,0.38711602485185714],[6002.09385354333,1,0.42783294132840166],[7002.112366084153,1,0.4282750161020899],[8002.868395772992,1,0.4202500668747104],[9002.981176359175,1,0.40125501363847266],[10003.047364113962,1,0.3989403778477814],[11003.182069379884,1,0.4355838969581095],[12003.283289208155,1,0.40674814417989674],[13003.990558023015,1,0.4027913080181494],[14004.015968781086,1,0.40348774269437065]]"
2118580484,1.074459,2,1,0.9603965847163993,1.3419307465708261,1.4526272246331238,,0.010221185326539633,,1.5125285197282097,0.5764853463163869,1.076485346316387,0.8,0.0,0.5224302366560896,,0.8083218758573675,0.3476091750512008,0.4300380645797816,1,0.6807484828273862,0.4103093684422427,0.4441559749967074,,0.012782411168266814,0.008339914723967048,0.6524523905686466,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1001.4075203820822,2,0.2928217270341753],[2001.5248798402695,1,0.5758485693683165],[3001.5339734750232,1,0.5793453873917163],[4001.570222478093,1,0.605735089702516],[5001.602213476739,1,0.6001326061364536],[6002.10335033171,1,0.5606037228578503],[7003.362406384368,1,0.5861490821629618],[8003.97820467464,1,0.5660445768210373],[9004.954174086166,1,0.5706937458200655],[10005.077435804511,1,0.587085762638095],[11006.546037245549,1,0.5895590301491902],[12007.241932578278,1,0.575839149387949],[13008.191548049172,1,0.5967518087857837],[14008.60992887624,1,0.5255169079910416]]","[[1001.4075203820822,1,0.353493008371529],[2001.5248798402695,1,0.3186034663463617],[3001.5339734750232,1,0.33474835722927504],[4001.570222478093,1,0.341432961265598],[5001.602213476739,1,0.3323023837069251],[6002.10335033171,1,0.33081036676338327],[7003.362406384368,1,0.32237176163404296],[8003.97820467464,1,0.32888062236440213],[9004.954174086166,1,0.34535195120120393],[10005.077435804511,1,0.3462658323837209],[11006.546037245549,1,0.35779551101145507],[12007.241932578278,1,0.32450790945922153],[13008.191548049172,1,0.3130234615854601],[14008.60992887624,1,0.3126422542553852]]"
2118580484,0.644675,3,1,0.6599682820868762,0.925189835891208,0.6045846075981677,,0.011007234993158345,,0.9160813087659598,0.2678909580303312,0.7678909580303312,0.8,0.0,0.25209674803090215,,0.7729953511732888,0.2029966478149958,0.2626104380923869,1,0.5994473861868287,0.3585473740139899,0.23430026467464518,,0.013419315466358892,0.0052450794481244374,0.3908604325811861,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.0540690101426,1,0.3425018888289535],[2000.3050732404924,1,0.35538371774133865],[3001.30179878922,1,0.3271866308788005],[4003.2255847221363,1,0.3400436945135035],[5003.320276069623,1,0.3660078320702253],[6003.670361082062,1,0.3631201049756435],[7003.998020264687,1,0.32345673167842226],[8004.55730236629,1,0.3598141967732211],[9005.219526575842,1,0.3566611714955808],[10005.43197145517,1,0.3591381889689037],[11006.513459736138,1,0.3536043166338003],[12007.826404966141,1,0.39910995579607944],[13008.76138603914,1,0.4016157678783245],[14009.023664536278,1,0.35975096582108945]]","[[1000.0540690101426,1,0.19185089760424287],[2000.3050732404924,1,0.21912547146152828],[3001.30179878922,1,0.17902758146599562],[4003.2255847221363,1,0.19309103024429053],[5003.320276069623,1,0.1898509155263445],[6003.670361082062,1,0.20006707632099022],[7003.998020264687,1,0.18220284994709685],[8004.55730236629,1,0.18999210421861806],[9005.219526575842,1,0.20696574962064998],[10005.43197145517,1,0.1860316313305844],[11006.513459736138,1,0.20077154713825002],[12007.826404966141,1,0.2259179775910329],[13008.76138603914,1,0.21821707816650446],[14009.023664536278,1,0.2175500892981497]]"
2118580484,0.429783,4,1,0.5062076176126505,0.7055487424773204,0.30474417165809675,,0.010101919464946173,,0.6020141954704574,0.12713579505663838,0.6271357950566384,0.8,0.0,0.15590665116907962,,0.8062684307236786,0.13713751321699774,0.17008915144291073,1,0.5806186272062929,0.35197495169122434,0.15202679650582568,,0.01214296157132678,0.003179463181649281,0.26183589258463597,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1004.0030617321297,1,0.23424159348197432],[2005.117225069945,1,0.25183543858526064],[3006.680992815148,1,0.2393686637186229],[4009.6339062271554,1,0.22909754810773206],[5010.871499042065,1,0.253618652993859],[6011.812005473017,1,0.2273630530108983],[7012.747675726838,1,0.2321675857507846],[8013.121059487545,1,0.23224619336321728],[9014.663672253222,1,0.18068611684615263],[10015.230275639311,1,0.21894311632794844],[11015.320442510825,1,0.22537757668729339],[12022.722982901083,1,0.2042327045662312],[13022.84604415726,1,0.22637112938689571],[14024.651438590792,1,0.22216334814436542]]","[[1004.0030617321297,1,0.1372478759248806],[2005.117225069945,1,0.15287591816817558],[3006.680992815148,1,0.1472714783541142],[4009.6339062271554,1,0.12772866356248128],[5010.871499042065,1,0.13643137695432525],[6011.812005473017,1,0.13039377770904673],[7012.747675726838,1,0.12948603694188912],[8013.121059487545,1,0.13404630729900824],[9014.663672253222,1,0.13145787756845034],[10015.230275639311,1,0.13651776896602782],[11015.320442510825,1,0.13553029947101128],[12022.722982901083,1,0.13448975784043743],[13022.84604415726,1,0.150340472790786],[14024.651438590792,1,0.1367374489305586]]"
950540292,1.880303,0,2,0.8929287161449443,1.2508180610696376,2.3120789878514607,,0.010665886024220276,,2.5893209010383686,0.515149251513911,1.015149251513911,0.8,0.0,1.5315531364509805,,0.8191053460380823,0.6068484718131485,0.7408674290167977,1,1.002052669379845,0.6004260143735125,1.1098595509607927,,0.012382704708056786,0.01371491090929319,1.107586043004773,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.058403485761,1,0.9392575467367624],[2000.1711017283742,2,0.5173792243806824],[3000.227726431288,2,0.49131698220305814],[4000.4822800548313,2,0.5026813262282057],[5000.520706164682,2,0.48834861557733045],[6000.676978124008,2,0.4788832909960515],[7000.784211847431,2,0.5035560364221241],[8001.799498485772,2,0.477712247210245],[9003.067282750504,2,0.49437350808336566],[10003.180005595612,2,0.5175290124870544],[11003.225771229349,2,0.502741815946527],[12003.280951199837,2,0.4912912983838495],[13003.679516811344,2,0.4969930336904674],[14003.74062437064,2,0.5044506931935798]]","[[1000.058403485761,1,0.5613382612254388],[2000.1711017283742,1,0.5846891162423147],[3000.227726431288,1,0.5837848243861626],[4000.4822800548313,1,0.5346203938938686],[5000.520706164682,1,0.5690421717626089],[6000.676978124008,1,0.5606145456365059],[7000.784211847431,1,0.5815903528964138],[8001.799498485772,1,0.5209896003495714],[9003.067282750504,1,0.5553932090413478],[10003.180005595612,1,0.5915416327806945],[11003.225771229349,1,0.565588325621202],[12003.280951199837,1,0.5801092300108381],[13003.679516811344,1,0.5755347732646932],[14003.74062437064,1,0.5478111395843118]]"
950540292,1.343074,1,2,0.4571524451385819,0.6404010230061906,0.8495046948622346,,0.011253640901694945,,1.8582525455041903,0.06900114006283228,0.5690011400628323,0.8,0.0,0.7269056878827399,,0.7889677690474355,0.41951992661242044,0.531732655085429,1,0.7413811131236101,0.44420008285126333,0.5892402452278624,,0.01537059861379878,0.012216355577679482,0.7947872353333322,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.0212376748344,2,0.365398642985643],[2000.3391425849052,2,0.35821290139424683],[3001.3201028886206,2,0.34403954325869474],[4001.434255182825,2,0.3386758774898095],[5001.575226151832,2,0.3331062305246679],[6001.5908492025565,2,0.35881916919915263],[7001.626980539419,2,0.39069003415427317],[8001.658236111451,2,0.39396380873848463],[9001.891378686683,2,0.37716917284633067],[10001.934031220571,2,0.34003325957459374],[11001.975008976955,2,0.3685723206124801],[12002.001203954183,2,0.35335104391149974],[13002.107673124672,2,0.34620141513667363],[14002.268735924576,2,0.3706194981541751]]","[[1000.0212376748344,1,0.42267612445376024],[2000.3391425849052,1,0.38215197021041747],[3001.3201028886206,1,0.37829907362203363],[4001.434255182825,1,0.3894427933022486],[5001.575226151832,1,0.384855652271609],[6001.5908492025565,1,0.4087601296503485],[7001.626980539419,1,0.43833968817519076],[8001.658236111451,1,0.43286487102769194],[9001.891378686683,1,0.4130003753298427],[10001.934031220571,1,0.3953425303859532],[11001.975008976955,1,0.41118184258054097],[12002.001203954183,1,0.414808094108732],[13002.107673124672,1,0.39678259108015695],[14002.268735924576,1,0.40441570307923924]]"
950540292,1.074459,2,1,0.8937015636908018,1.2526262730073316,1.3347381662104263,,0.010336898320122852,,1.4934942719561048,0.506175973664456,1.006175973664456,0.8,0.0,0.5351058283235973,,0.8030377612522979,0.34365397341995657,0.42794248290895454,1,0.6745945237813403,0.4036666735996761,0.43012774623284694,,0.013262855117502421,0.008456519848882137,0.6376093061381957,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.0126137903234,2,0.26558636754490617],[2000.19123919007,2,0.29670136678433057],[3000.324042479544,2,0.2836274138732429],[4000.6021357283353,1,0.5724577627636088],[5000.910214002264,1,0.5771870891699074],[6001.0092440786,1,0.5495777643021231],[7001.322050157998,1,0.5827390325912676],[8002.105112484723,1,0.5692556488290598],[9002.271224689435,1,0.6132331965450117],[10002.420767039455,1,0.5571032015044333],[11002.742817151475,1,0.5918534802930256],[12003.083770749654,1,0.5908556517435387],[13003.935350826307,1,0.5509152167993253],[14004.08006106159,1,0.552496625339583]]","[[1000.0126137903234,1,0.30693809881064826],[2000.19123919007,1,0.33852120940499003],[3000.324042479544,1,0.3180041867148505],[4000.6021357283353,1,0.33006598420147176],[5000.910214002264,1,0.32645752624878555],[6001.0092440786,1,0.3143982030296663],[7001.322050157998,1,0.33835749279595567],[8002.105112484723,1,0.35385808972547866],[9002.271224689435,1,0.32738525396460366],[10002.420767039455,1,0.316468587155699],[11002.742817151475,1,0.32987310912658047],[12003.083770749654,1,0.32255765836018224],[13003.935350826307,1,0.3106510652391533],[14004.08006106159,1,0.31871532115678947]]"
950540292,0.644675,3,1,0.6586345451659461,0.9253445026132637,0.6057002859997003,,0.010759125090327398,,0.919630302487537,0.26542896882028116,0.7654289688202811,0.8,0.0,0.2643520611545106,,0.7857646890017453,0.2082771193923872,0.265062966442266,1,0.5930602815003592,0.352904213763581,0.23099957108237806,,0.01541191403079786,0.006003007858941627,0.38950436960300494,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.192707677436,1,0.3433937498379996],[2001.267725576458,1,0.33569360484648547],[3005.323481767177,1,0.37076497443943157],[4005.3437938893035,1,0.35851802254797477],[5005.368801025959,1,0.381464115368919],[6005.44443873479,1,0.36483497091846706],[7005.524766954356,1,0.3223782792924621],[8005.647113999432,1,0.3519900661428124],[9005.691911109729,1,0.37207756862203584],[10006.260497528792,1,0.3682781503070296],[11006.296654468359,1,0.35691331156662026],[12006.311404661623,1,0.3377816760064675],[13008.935078245462,1,0.3478902937729505],[14009.528979459159,1,0.37404878799419733]]","[[1000.192707677436,1,0.19329024901746078],[2001.267725576458,1,0.18893717619614583],[3005.323481767177,1,0.20591939018057706],[4005.3437938893035,1,0.1974556673177848],[5005.368801025959,1,0.2049865821214493],[6005.44443873479,1,0.21671797306771562],[7005.524766954356,1,0.19569849032854245],[8005.647113999432,1,0.19359004102920144],[9005.691911109729,1,0.18877257056885255],[10006.260497528792,1,0.19891033035242428],[11006.296654468359,1,0.20632088395136094],[12006.311404661623,1,0.19243043324128525],[13008.935078245462,1,0.19274942798643954],[14009.528979459159,1,0.2068718414914148]]"
950540292,0.429783,4,1,0.518383278822898,0.72529885195487,0.31015492335887246,,0.010297471760754935,,0.5983119749987821,0.1353248830326583,0.6353248830326583,0.8,0.0,0.1640707542701662,,0.8431299571151981,0.14391246228679758,0.1706883512705439,1,0.5654319517871842,0.33973663878086746,0.14527941258872604,,0.013657500141575166,0.003509093519966613,0.25693527245769426,0.4,0.19999999999999998,0.24999999999999997,0.09999999999999999,0.049999999999999996,"[[1000.0339525609992,1,0.22686027800714278],[2004.5640624563969,1,0.22149360582378427],[3004.723188014523,1,0.2238861595033686],[4006.5310864608164,1,0.19701682849917987],[5010.465348355466,1,0.23482015302692888],[6010.84054157133,1,0.2304816537627527],[7010.894167546953,1,0.20406021597889476],[8010.905802457349,1,0.2362690280777039],[9010.91576717412,1,0.23489974091211327],[10013.65693805566,1,0.23916972183701013],[11013.679447275217,1,0.22257697579389193],[12013.795338529313,1,0.26168180696830856],[13014.063646315539,1,0.2287349881899485],[14014.19540674241,1,0.21620130466274895]]","[[1000.0339525609992,1,0.1371265951030358],[2004.5640624563969,1,0.11949369800202526],[3004.723188014523,1,0.13372518769876676],[4006.5310864608164,1,0.11872968583296613],[5010.465348355466,1,0.13375953523339237],[6010.84054157133,1,0.11829475389108718],[7010.894167546953,1,0.13598564263476565],[8010.905802457349,1,0.13794865957812968],[9010.91576717412,1,0.12909011256440314],[10013.65693805566,1,0.13555911161653714],[11013.679447275217,1,0.13265555178638277],[12013.795338529313,1,0.13601459483110603],[13014.063646315539,1,0.13214990377719957],[14014.19540674241,1,0.11595034546693823]]"
